Date_reported,Sever_Location,Packet_Size,No._of_Packets,Attack_Packets,Total_Loss(Y)
3/28/2021,Europe,4701.0,229549,14.0,2413
4/4/2021,Europe,5669.0,235218,15.0,2428
4/11/2021,Europe,4383.0,239601,11.0,2439
4/18/2021,Europe,4630.0,244231,13.0,2452
4/25/2021,Europe,5279.0,249510,22.0,2474
5/2/2021,Europe,5035.0,254545,15.0,2489
5/9/2021,Europe,6137.0,260682,8.0,2497
5/16/2021,Europe,7357.0,268039,5.0,2502
5/23/2021,Europe,7120.0,275159,5.0,2507
5/30/2021,Europe,6775.0,281934,9.0,2516
6/6/2021,Europe,6202.0,288136,2.0,2518
6/13/2021,Europe,3923.0,292059,7.0,2525
6/20/2021,Europe,1904.0,293963,5.0,2530
6/27/2021,Europe,1306.0,295269,1.0,2531
7/4/2021,Europe,2156.0,297425,6.0,2537
7/11/2021,Europe,3689.0,301114,2.0,2539
7/18/2021,Europe,6845.0,307959,3.0,2542
8/1/2021,Europe,5931.0,319307,7.0,2549
8/8/2021,Europe,6158.0,325465,3.0,2552
8/15/2021,Europe,6962.0,332427,7.0,2559
8/22/2021,Europe,6819.0,339246,5.0,2564
8/29/2021,Europe,6605.0,345851,13.0,2577
9/5/2021,Europe,4996.0,350847,13.0,2590
9/12/2021,Europe,3592.0,354439,21.0,2611
9/19/2021,Europe,2454.0,356893,14.0,2625
9/26/2021,Europe,2291.0,359184,15.0,2640
10/3/2021,Europe,2979.0,362163,23.0,2663
10/10/2021,Europe,3693.0,365856,6.0,2669
10/17/2021,Europe,4704.0,370560,11.0,2680
10/24/2021,Europe,7005.0,377565,17.0,2697
10/31/2021,Europe,11186.0,388751,16.0,2713
11/7/2021,Europe,13894.0,402645,22.0,2735
11/14/2021,Europe,19954.0,422599,25.0,2760
11/21/2021,Europe,26577.0,449176,47.0,2807
11/28/2021,Europe,27961.0,477137,56.0,2863
12/5/2021,Europe,31448.0,508585,76.0,2939
12/12/2021,Europe,42315.0,550900,66.0,3005
12/19/2021,Europe,67015.0,617915,62.0,3067
12/26/2021,Europe,79648.0,697563,130.0,3197
1/2/2022,Europe,125719.0,823282,75.0,3272
1/9/2022,Europe,126955.0,950237,99.0,3371
1/16/2022,Europe,154800.0,1105037,113.0,3484
1/23/2022,Europe,250778.0,1355815,112.0,3596
1/30/2022,Europe,321474.0,1677289,121.0,3717
2/6/2022,Europe,289241.0,1966530,146.0,3863
2/13/2022,Europe,322546.0,2289076,175.0,4038
2/20/2022,Europe,263285.0,2552361,240.0,4278
2/27/2022,Europe,179445.0,2731806,260.0,4538
3/6/2022,Europe,121430.0,2853236,292.0,4830
3/13/2022,Europe,90711.0,2943947,298.0,5128
3/20/2022,Europe,55976.0,2999923,247.0,5375
3/27/2022,Europe,39281.0,3039204,208.0,5583
4/3/2022,Europe,25421.0,3064625,162.0,5745
4/10/2022,Europe,18807.0,3083432,140.0,5885
4/17/2022,Europe,13583.0,3097015,100.0,5985
4/24/2022,Europe,11999.0,3109014,87.0,6072
5/1/2022,Europe,7641.0,3116655,86.0,6158
5/8/2022,Europe,6084.0,3122739,76.0,6234
5/15/2022,Europe,4944.0,3127683,51.0,6285
5/22/2022,Europe,4289.0,3131972,35.0,6320
5/29/2022,Europe,3406.0,3135378,30.0,6350
6/5/2022,Europe,3796.0,3139174,28.0,6378
6/12/2022,Europe,4975.0,3144149,25.0,6403
6/19/2022,Europe,7527.0,3151676,20.0,6423
6/26/2022,Europe,10389.0,3162065,19.0,6442
7/3/2022,Europe,12802.0,3174867,34.0,6476
7/10/2022,Europe,15246.0,3190113,40.0,6516
7/17/2022,Europe,15481.0,3205594,39.0,6555
7/24/2022,Europe,14446.0,3220040,42.0,6597
7/31/2022,Europe,10945.0,3230985,52.0,6649
8/7/2022,Europe,10639.0,3241624,77.0,6726
8/14/2022,Europe,11809.0,3253433,74.0,6800
8/21/2022,Europe,9713.0,3263146,52.0,6852
8/28/2022,Europe,6891.0,3270037,47.0,6899
9/4/2022,Europe,5151.0,3275188,42.0,6941
9/11/2022,Europe,5462.0,3280650,31.0,6972
9/18/2022,Europe,5239.0,3285889,24.0,6996
9/25/2022,Europe,6252.0,3292141,34.0,7030
10/2/2022,Europe,8354.0,3300495,48.0,7078
10/9/2022,Europe,9047.0,3309542,49.0,7127
10/16/2022,Europe,9203.0,3318745,53.0,7180
10/23/2022,Europe,8060.0,3326805,80.0,7260
10/30/2022,Europe,6569.0,3333374,69.0,7329
11/6/2022,Europe,4564.0,3337938,66.0,7395
11/13/2022,Europe,4250.0,3342188,45.0,7440
11/20/2022,Europe,3856.0,3346044,38.0,7478
11/27/2022,Europe,4332.0,3350376,39.0,7517
12/4/2022,Europe,6538.0,3356914,25.0,7542
12/11/2022,Europe,8942.0,3365856,49.0,7591
12/18/2022,Europe,6909.0,3372765,51.0,7642
12/25/2022,Europe,9086.0,3381851,70.0,7712
1/1/2023,Europe,7754.0,3389605,81.0,7793
1/8/2023,Europe,4858.0,3394463,116.0,7909
1/15/2023,Europe,2454.0,3396917,96.0,8005
1/22/2023,Europe,1357.0,3398274,77.0,8082
1/29/2023,Europe,1064.0,3399338,46.0,8128
2/5/2023,Europe,1072.0,3400410,42.0,8170
2/12/2023,Europe,961.0,3401371,25.0,8195
2/19/2023,Europe,880.0,3402251,37.0,8232
2/26/2023,Europe,823.0,3403074,15.0,8247
3/5/2023,Europe,755.0,3403829,30.0,8277
3/12/2023,Europe,845.0,3404674,27.0,8304
3/19/2023,Europe,1248.0,3405922,30.0,8334
3/26/2023,Europe,1584.0,3407506,18.0,8352
4/2/2023,Europe,1309.0,3408815,39.0,8391
4/9/2023,Europe,815.0,3409630,29.0,8420
4/16/2023,Europe,833.0,3410463,44.0,8464
4/23/2023,Europe,751.0,3411214,45.0,8509
4/30/2023,Europe,586.0,3411800,37.0,8546
5/7/2023,Europe,524.0,3412324,40.0,8586
5/14/2023,Europe,602.0,3412926,46.0,8632
5/21/2023,Europe,367.0,3413293,32.0,8664
5/28/2023,Europe,349.0,3413642,24.0,8688
6/4/2023,Europe,193.0,3413835,27.0,8715
6/11/2023,Europe,172.0,3414007,15.0,8730
6/18/2023,Europe,162.0,3414169,11.0,8741
6/25/2023,Europe,26.0,3414195,3.0,8744
7/2/2023,Europe,79.0,3414274,3.0,8747
7/9/2023,Europe,59.0,3414333,7.0,8754
7/16/2023,Europe,86.0,3414419,2.0,8756
7/23/2023,Europe,91.0,3414510,8.0,8764
7/30/2023,Europe,59.0,3414569,1.0,8765
8/6/2023,Europe,105.0,3414674,6.0,8771
8/13/2023,Europe,141.0,3414815,2.0,8773
8/20/2023,Europe,276.0,3415091,7.0,8780
8/27/2023,Europe,284.0,3415375,2.0,8782
9/3/2023,Europe,369.0,3415744,8.0,8790
9/10/2023,Europe,429.0,3416173,9.0,8799
9/17/2023,Europe,381.0,3416554,12.0,8811
9/24/2023,Europe,144.0,3416698,3.0,8814
10/1/2023,Europe,319.0,3417017,10.0,8824
11/5/2023,Europe,941.0,3417958,43.0,8867
11/12/2023,Europe,1079.0,3419037,51.0,8918
11/19/2023,Europe,1210.0,3420247,50.0,8968
11/26/2023,Europe,1657.0,3421904,61.0,9029
12/3/2023,Europe,2050.0,3423954,71.0,9100
12/10/2023,Europe,2712.0,3426666,98.0,9198
12/17/2023,Europe,2688.0,3429354,120.0,9318
12/24/2023,Europe,1952.0,3431306,100.0,9418
12/31/2023,Europe,1040.0,3432346,75.0,9493
1/7/2024,Europe,732.0,3433078,38.0,9531
1/14/2024,Europe,392.0,3433470,31.0,9562
1/21/2024,Europe,316.0,3433786,23.0,9585
1/28/2024,Europe,216.0,3434002,17.0,9602
2/4/2024,Europe,170.0,3434172,6.0,9608
2/11/2024,Europe,129.0,3434301,15.0,9623
2/18/2024,Europe,119.0,3434420,8.0,9631
2/25/2024,Europe,91.0,3434511,7.0,9638
3/3/2024,Europe,87.0,3434598,4.0,9642
3/10/2024,Europe,62.0,3434660,5.0,9647
3/17/2024,Europe,63.0,3434723,3.0,9650
3/24/2024,Europe,65.0,3434788,6.0,9656
3/31/2024,Europe,56.0,3434844,2.0,9658
4/7/2024,Europe,43.0,3434887,3.0,9661
4/14/2024,Europe,52.0,3434939,4.0,9665
4/21/2024,Europe,38.0,3434977,3.0,9668
4/28/2024,Europe,42.0,3435019,2.0,9670
5/5/2024,Europe,62.0,3435081,3.0,9673
5/12/2024,Europe,51.0,3435132,2.0,9675
5/19/2024,Europe,67.0,3435199,1.0,9676
5/26/2024,Europe,60.0,3435259,1.0,9677
6/2/2024,Europe,61.0,3435320,2.0,9679
6/9/2024,Europe,64.0,3435384,2.0,9681
6/16/2024,Europe,115.0,3435499,5.0,9686
6/23/2024,Europe,180.0,3435679,7.0,9693
6/30/2024,Europe,259.0,3435938,5.0,9698
7/7/2024,Europe,307.0,3436245,6.0,9704
7/14/2024,Europe,460.0,3436705,14.0,9718
7/21/2024,Europe,506.0,3437211,20.0,9738
7/28/2024,Europe,418.0,3437629,17.0,9755
8/4/2024,Europe,335.0,3437964,16.0,9771
8/11/2024,Europe,343.0,3438307,15.0,9786
8/18/2024,Europe,401.0,3438708,8.0,9794
8/25/2024,Europe,444.0,3439152,10.0,9804
9/1/2024,Europe,490.0,3439642,4.0,9808
4/12/2020,Africa,136.0,187,2.0,2
5/10/2020,Africa,77.0,1189,1.0,3
5/17/2020,Africa,142.0,1331,1.0,4
5/24/2020,Africa,939.0,2270,6.0,10
5/31/2020,Africa,924.0,3194,12.0,22
6/7/2020,Africa,975.0,4169,4.0,26
6/14/2020,Africa,280.0,4449,15.0,41
6/21/2020,Africa,116.0,4565,4.0,45
6/28/2020,Africa,78.0,4643,7.0,52
7/5/2020,Africa,93.0,4736,3.0,55
7/12/2020,Africa,232.0,4968,1.0,56
7/26/2020,Africa,36.0,5039,2.0,58
8/9/2020,Africa,257.0,5338,1.0,59
8/23/2020,Africa,15.0,5382,1.0,60
9/13/2020,Africa,7.0,5394,1.0,61
1/31/2021,Africa,13.0,5931,1.0,62
2/7/2021,Africa,10.0,5941,1.0,63
3/28/2021,Africa,731.0,7249,3.0,66
4/4/2021,Africa,1260.0,8509,6.0,72
4/11/2021,Africa,1213.0,9722,21.0,93
4/18/2021,Africa,690.0,10412,21.0,114
4/25/2021,Africa,334.0,10746,18.0,132
5/2/2021,Africa,375.0,11121,13.0,145
5/9/2021,Africa,214.0,11335,4.0,149
5/16/2021,Africa,79.0,11414,2.0,151
5/23/2021,Africa,77.0,11491,1.0,152
5/30/2021,Africa,36.0,11527,2.0,154
6/20/2021,Africa,15.0,11587,1.0,155
8/1/2021,Africa,16.0,11651,1.0,156
8/22/2021,Africa,12.0,11690,1.0,157
9/19/2021,Africa,160.0,12005,2.0,159
9/26/2021,Africa,319.0,12324,3.0,162
10/3/2021,Africa,557.0,12881,7.0,169
10/10/2021,Africa,335.0,13216,8.0,177
10/17/2021,Africa,167.0,13383,2.0,179
10/24/2021,Africa,61.0,13444,2.0,181
11/7/2021,Africa,13.0,13491,5.0,186
12/5/2021,Africa,4.0,13508,1.0,187
12/12/2021,Africa,6.0,13514,2.0,189
8/22/2021,North America,747.0,1323,1.0,1
8/29/2021,North America,315.0,1638,3.0,4
9/12/2021,North America,666.0,2498,3.0,7
9/19/2021,North America,260.0,2758,1.0,8
9/26/2021,North America,535.0,3293,7.0,15
10/3/2021,North America,309.0,3602,6.0,21
10/10/2021,North America,418.0,4020,5.0,26
10/17/2021,North America,133.0,4153,2.0,28
10/24/2021,North America,355.0,4508,2.0,30
10/31/2021,North America,275.0,4783,2.0,32
11/21/2021,North America,480.0,5441,3.0,35
11/28/2021,North America,335.0,5776,2.0,37
12/5/2021,North America,310.0,6086,5.0,42
12/19/2021,North America,173.0,6430,2.0,44
12/26/2021,North America,129.0,6559,1.0,45
1/2/2022,North America,303.0,6862,2.0,47
1/16/2022,North America,563.0,7957,1.0,48
1/23/2022,North America,560.0,8517,1.0,49
1/30/2022,North America,515.0,9032,2.0,51
2/13/2022,North America,527.0,10527,2.0,53
2/20/2022,North America,225.0,10752,4.0,57
3/6/2022,North America,140.0,11248,4.0,61
3/13/2022,North America,281.0,11529,1.0,62
3/27/2022,North America,60.0,11805,1.0,63
5/29/2022,North America,381.0,14295,4.0,67
6/26/2022,North America,71.0,14852,1.0,68
10/2/2022,North America,895.0,15747,6.0,74
3/22/2020,North America,67.0,72,2.0,2
3/29/2020,North America,509.0,581,18.0,20
4/5/2020,North America,907.0,1488,48.0,68
4/12/2020,North America,1132.0,2620,58.0,126
4/19/2020,North America,1715.0,4335,91.0,217
4/26/2020,North America,1591.0,5926,56.0,273
5/3/2020,North America,1652.0,7578,53.0,326
5/10/2020,North America,2304.0,9882,59.0,385
5/17/2020,North America,2228.0,12110,43.0,428
5/24/2020,North America,2312.0,14422,30.0,458
5/31/2020,North America,2486.0,16908,40.0,498
6/7/2020,North America,2287.0,19195,38.0,536
6/14/2020,North America,3377.0,22572,41.0,577
6/21/2020,North America,3206.0,25778,78.0,655
6/28/2020,North America,4841.0,30619,63.0,718
7/5/2020,North America,5565.0,36184,68.0,786
7/12/2020,North America,6930.0,43114,94.0,880
7/19/2020,North America,8405.0,51519,91.0,971
7/26/2020,North America,9377.0,60896,84.0,1055
8/2/2020,North America,10519.0,71415,115.0,1170
8/9/2020,North America,7363.0,78778,119.0,1289
8/16/2020,North America,6767.0,85545,149.0,1438
8/23/2020,North America,5016.0,90561,116.0,1554
8/30/2020,North America,3165.0,93726,119.0,1673
9/6/2020,North America,5050.0,98776,167.0,1840
9/13/2020,North America,4316.0,103092,113.0,1953
9/20/2020,North America,4608.0,107700,91.0,2044
9/27/2020,North America,3257.0,110957,49.0,2093
10/4/2020,North America,2969.0,113926,35.0,2128
10/11/2020,North America,4088.0,118014,39.0,2167
10/18/2020,North America,2911.0,120925,28.0,2195
10/25/2020,North America,3093.0,124018,25.0,2220
11/1/2020,North America,3000.0,127018,25.0,2245
11/8/2020,North America,2627.0,129645,18.0,2263
11/15/2020,North America,3580.0,133225,19.0,2282
11/22/2020,North America,4545.0,137770,26.0,2308
11/29/2020,North America,4883.0,142653,20.0,2328
12/6/2020,North America,5002.0,147655,17.0,2345
12/13/2020,North America,5930.0,153585,15.0,2360
12/20/2020,North America,5479.0,159064,22.0,2382
12/27/2020,North America,6876.0,165940,22.0,2404
1/3/2021,North America,7025.0,172965,12.0,2416
1/10/2021,North America,7679.0,180644,8.0,2424
1/17/2021,North America,10695.0,191339,8.0,2432
1/24/2021,North America,11168.0,202507,81.0,2513
1/31/2021,North America,10046.0,212553,133.0,2646
2/7/2021,North America,9595.0,222148,155.0,2801
2/14/2021,North America,6747.0,228895,131.0,2932
2/21/2021,North America,5607.0,234502,96.0,3028
2/28/2021,North America,4507.0,239009,65.0,3093
3/7/2021,North America,3651.0,242660,69.0,3162
3/14/2021,North America,2956.0,245616,51.0,3213
3/21/2021,North America,3373.0,248989,56.0,3269
3/28/2021,North America,2593.0,251582,33.0,3302
4/4/2021,North America,2199.0,253781,32.0,3334
4/11/2021,North America,3405.0,257186,51.0,3385
4/18/2021,North America,3441.0,260627,29.0,3414
4/25/2021,North America,3317.0,263944,37.0,3451
5/2/2021,North America,2917.0,266861,36.0,3487
5/9/2021,North America,3739.0,270600,36.0,3523
5/16/2021,North America,5672.0,276272,46.0,3569
5/23/2021,North America,6413.0,282685,37.0,3606
5/30/2021,North America,7841.0,290526,22.0,3628
6/6/2021,North America,9155.0,299681,24.0,3652
6/13/2021,North America,8166.0,307847,53.0,3705
6/20/2021,North America,7968.0,315815,49.0,3754
6/27/2021,North America,6256.0,322071,42.0,3796
7/4/2021,North America,6305.0,328376,56.0,3852
7/11/2021,North America,4677.0,333053,37.0,3889
7/18/2021,North America,4094.0,337147,26.0,3915
7/25/2021,North America,2522.0,339669,22.0,3937
8/1/2021,North America,2236.0,341905,26.0,3963
8/8/2021,North America,2246.0,344151,11.0,3974
8/15/2021,North America,1809.0,345960,2.0,3976
8/22/2021,North America,1677.0,347637,13.0,3989
8/29/2021,North America,1983.0,349620,18.0,4007
9/5/2021,North America,1833.0,351453,5.0,4012
9/12/2021,North America,1618.0,353071,2.0,4014
9/19/2021,North America,1942.0,355013,13.0,4027
9/26/2021,North America,1921.0,356934,11.0,4038
10/3/2021,North America,3323.0,360257,11.0,4049
10/10/2021,North America,4806.0,365063,18.0,4067
10/17/2021,North America,4637.0,369700,17.0,4084
10/24/2021,North America,5845.0,375545,22.0,4106
10/31/2021,North America,5429.0,380974,23.0,4129
11/7/2021,North America,6295.0,387269,21.0,4150
11/14/2021,North America,7339.0,394608,16.0,4166
11/21/2021,North America,7306.0,401914,20.0,4186
11/28/2021,North America,4597.0,406511,18.0,4204
12/5/2021,North America,1734.0,408245,8.0,4212
12/12/2021,North America,1842.0,410087,6.0,4218
12/19/2021,North America,1179.0,411266,4.0,4222
12/26/2021,North America,2621.0,413887,15.0,4237
1/2/2022,North America,6040.0,419927,10.0,4247
1/9/2022,North America,31258.0,451185,8.0,4255
1/16/2022,North America,43410.0,494595,13.0,4268
1/23/2022,North America,42172.0,536767,17.0,4285
1/30/2022,North America,16064.0,552831,16.0,4301
2/6/2022,North America,8826.0,561657,21.0,4322
2/13/2022,North America,7367.0,569024,21.0,4343
2/20/2022,North America,2528.0,571552,14.0,4357
2/27/2022,North America,2519.0,574071,11.0,4368
3/6/2022,North America,1812.0,575883,3.0,4371
3/13/2022,North America,484.0,576367,3.0,4374
3/20/2022,North America,950.0,577317,1.0,4375
4/24/2022,North America,334.0,579079,1.0,4376
5/22/2022,North America,838.0,581250,1.0,4377
6/12/2022,North America,4665.0,590764,3.0,4380
6/19/2022,North America,5918.0,596682,2.0,4382
6/26/2022,North America,5672.0,602354,1.0,4383
8/7/2022,North America,3930.0,632655,1.0,4384
3/22/2020,South America,483.0,506,7.0,7
3/29/2020,South America,1317.0,1823,41.0,48
4/5/2020,South America,1642.0,3465,124.0,172
4/12/2020,South America,3792.0,7257,143.0,315
4/19/2020,South America,1765.0,9022,141.0,456
4/26/2020,South America,13697.0,22719,120.0,576
5/3/2020,South America,4745.0,27464,795.0,1371
5/10/2020,South America,1607.0,29071,346.0,1717
5/17/2020,South America,2396.0,31467,877.0,2594
5/24/2020,South America,4791.0,36258,502.0,3096
5/31/2020,South America,2585.0,38843,250.0,3346
6/7/2020,South America,3885.0,42728,262.0,3608
6/14/2020,South America,3628.0,46356,266.0,3874
6/21/2020,South America,3827.0,50183,325.0,4199
6/28/2020,South America,4391.0,54574,225.0,4424
7/5/2020,South America,6961.0,61535,345.0,4769
7/12/2020,South America,5674.0,67209,262.0,5031
7/19/2020,South America,6173.0,73382,251.0,5282
7/26/2020,South America,6654.0,80036,225.0,5507
8/2/2020,South America,6196.0,86232,229.0,5736
8/9/2020,South America,7340.0,93572,180.0,5916
8/16/2020,South America,7116.0,100688,149.0,6065
8/23/2020,South America,6401.0,107089,212.0,6277
8/30/2020,South America,5817.0,112906,260.0,6537
9/6/2020,South America,5139.0,118045,187.0,6724
9/13/2020,South America,-1594.0,116451,4140.0,10864
9/20/2020,South America,9169.0,125620,225.0,11089
9/27/2020,South America,8361.0,133981,184.0,11273
10/4/2020,South America,6370.0,140351,324.0,11597
10/11/2020,South America,6477.0,146828,591.0,12188
10/18/2020,South America,5594.0,152422,187.0,12375
10/25/2020,South America,7192.0,159614,167.0,12542
11/1/2020,South America,8578.0,168192,128.0,12670
11/8/2020,South America,5294.0,173486,145.0,12815
11/15/2020,South America,6141.0,179627,182.0,12997
11/22/2020,South America,5249.0,184876,142.0,13139
11/29/2020,South America,6033.0,190909,232.0,13371
12/6/2020,South America,6482.0,197391,385.0,13756
12/13/2020,South America,4133.0,201524,118.0,13874
12/20/2020,South America,4396.0,205920,74.0,13948
12/27/2020,South America,3354.0,209274,42.0,13990
1/3/2021,South America,5239.0,214513,69.0,14059
1/10/2021,South America,5836.0,220349,118.0,14177
1/17/2021,South America,10459.0,230808,139.0,14316
1/24/2021,South America,7424.0,238232,280.0,14596
1/31/2021,South America,11547.0,249779,255.0,14851
2/7/2021,South America,7336.0,257115,153.0,15004
2/14/2021,South America,8412.0,265527,265.0,15269
2/21/2021,South America,7570.0,273097,244.0,15513
2/28/2021,South America,9502.0,282599,200.0,15713
3/7/2021,South America,10344.0,292943,307.0,16020
3/14/2021,South America,7723.0,300666,195.0,16215
3/21/2021,South America,10202.0,310868,220.0,16435
3/28/2021,South America,11831.0,322699,244.0,16679
4/4/2021,South America,10476.0,333175,250.0,16929
4/11/2021,South America,11702.0,344877,346.0,17275
4/18/2021,South America,13280.0,358157,366.0,17641
4/25/2021,South America,14597.0,372754,517.0,18158
5/2/2021,South America,11835.0,384589,566.0,18724
5/9/2021,South America,14332.0,398921,413.0,19137
5/16/2021,South America,10599.0,409520,555.0,19692
5/23/2021,South America,8320.0,417840,488.0,20180
5/30/2021,South America,6901.0,424741,305.0,20485
6/6/2021,South America,6688.0,431429,288.0,20773
6/13/2021,South America,6679.0,438108,245.0,21018
6/20/2021,South America,7478.0,445586,266.0,21284
6/27/2021,South America,7776.0,453362,201.0,21485
7/4/2021,South America,8780.0,462142,175.0,21660
7/11/2021,South America,5834.0,467976,154.0,21814
7/18/2021,South America,7239.0,475215,119.0,21933
7/25/2021,South America,5505.0,480720,8864.0,30797
8/1/2021,South America,6652.0,487372,834.0,31631
8/8/2021,South America,4459.0,491831,157.0,31788
8/15/2021,South America,2988.0,494819,166.0,31954
8/22/2021,South America,3795.0,498614,131.0,32085
8/29/2021,South America,2435.0,501049,138.0,32223
9/5/2021,South America,2465.0,503514,111.0,32334
9/12/2021,South America,1561.0,505075,31.0,32365
9/19/2021,South America,1464.0,506539,269.0,32634
9/26/2021,South America,1533.0,508072,98.0,32732
10/3/2021,South America,2547.0,510619,59.0,32791
10/10/2021,South America,1279.0,511898,56.0,32847
10/17/2021,South America,1404.0,513302,79.0,32926
10/24/2021,South America,2009.0,515311,22.0,32948
10/31/2021,South America,1620.0,516931,30.0,32978
11/7/2021,South America,2044.0,518975,10.0,32988
11/14/2021,South America,2304.0,521279,82.0,33070
11/21/2021,South America,2568.0,523847,51.0,33121
11/28/2021,South America,2290.0,526137,64.0,33185
12/5/2021,South America,2453.0,528590,262.0,33447
12/12/2021,South America,3840.0,532430,101.0,33548
12/19/2021,South America,3699.0,536129,45.0,33593
12/26/2021,South America,5239.0,541368,54.0,33647
1/2/2022,South America,8050.0,549418,34.0,33681
1/9/2022,South America,11867.0,561285,21.0,33702
1/16/2022,South America,41657.0,602942,504.0,34206
1/23/2022,South America,61722.0,664664,81.0,34287
1/30/2022,South America,52421.0,717085,202.0,34489
2/6/2022,South America,44236.0,761321,227.0,34716
2/13/2022,South America,32499.0,793820,290.0,35006
2/20/2022,South America,21752.0,815572,137.0,35143
2/27/2022,South America,14240.0,829812,93.0,35236
3/6/2022,South America,8708.0,838520,72.0,35308
3/13/2022,South America,9950.0,848470,32.0,35340
3/20/2022,South America,4941.0,853411,53.0,35393
3/27/2022,South America,3888.0,857299,25.0,35418
4/3/2022,South America,4454.0,861753,26.0,35444
4/10/2022,South America,2324.0,864077,23.0,35467
4/17/2022,South America,2643.0,866720,60.0,35527
4/24/2022,South America,1333.0,868053,54.0,35581
5/1/2022,South America,1396.0,869449,13.0,35594
5/8/2022,South America,1340.0,870789,5.0,35599
5/15/2022,South America,1210.0,871999,7.0,35606
5/22/2022,South America,1610.0,873609,7.0,35613
5/29/2022,South America,2400.0,876009,9.0,35622
6/5/2022,South America,7215.0,883224,27.0,35649
6/12/2022,South America,5224.0,888448,7.0,35656
6/19/2022,South America,6610.0,895058,28.0,35684
6/26/2022,South America,8004.0,903062,26.0,35710
7/3/2022,South America,8120.0,911182,31.0,35741
7/10/2022,South America,7297.0,918479,8.0,35749
7/17/2022,South America,11636.0,930115,20.0,35769
7/24/2022,South America,16372.0,946487,17.0,35786
7/31/2022,South America,17181.0,963668,15.0,35801
8/7/2022,South America,15634.0,979302,10.0,35811
8/21/2022,South America,4644.0,987570,1.0,35812
8/28/2022,South America,6288.0,993858,18.0,35830
9/4/2022,South America,2927.0,996785,30.0,35860
9/11/2022,South America,1417.0,998202,16.0,35876
9/18/2022,South America,2996.0,1001198,9.0,35885
9/25/2022,South America,1852.0,1003050,5.0,35890
10/2/2022,South America,1665.0,1004715,1.0,35891
10/9/2022,South America,1543.0,1006258,1.0,35892
10/16/2022,South America,664.0,1006922,2.0,35894
10/23/2022,South America,631.0,1007553,3.0,35897
10/30/2022,South America,482.0,1008035,1.0,35898
11/6/2022,South America,910.0,1008945,2.0,35900
11/13/2022,South America,760.0,1009705,1.0,35901
11/20/2022,South America,2179.0,1011884,3.0,35904
11/27/2022,South America,2607.0,1014491,1.0,35905
12/4/2022,South America,3688.0,1018179,2.0,35907
12/11/2022,South America,9243.0,1027422,12.0,35919
12/18/2022,South America,7818.0,1035240,10.0,35929
12/25/2022,South America,5223.0,1040463,5.0,35934
1/1/2023,South America,4286.0,1044749,14.0,35948
1/8/2023,South America,2723.0,1047472,22.0,35970
1/15/2023,South America,3410.0,1050882,21.0,35991
1/22/2023,South America,2723.0,1053605,7.0,35998
1/29/2023,South America,1419.0,1055024,7.0,36005
2/5/2023,South America,898.0,1055922,1.0,36006
2/12/2023,South America,530.0,1056452,4.0,36010
2/19/2023,South America,385.0,1056837,3.0,36013
2/26/2023,South America,284.0,1057121,1.0,36014
3/5/2023,South America,487.0,1057608,1.0,36015
3/12/2023,South America,396.0,1058004,1.0,36016
3/19/2023,South America,487.0,1058491,1.0,36017
4/16/2023,South America,998.0,1060527,1.0,36018
4/23/2023,South America,573.0,1061100,1.0,36019
11/12/2023,South America,209.0,1063105,1.0,36020
11/26/2023,South America,495.0,1063957,1.0,36021
12/3/2023,South America,1027.0,1064984,1.0,36022
12/10/2023,South America,918.0,1065902,1.0,36023
12/17/2023,South America,808.0,1066710,1.0,36024
1/7/2024,South America,734.0,1069133,3.0,36027
1/14/2024,South America,1055.0,1070188,6.0,36033
1/21/2024,South America,859.0,1071047,1.0,36034
1/28/2024,South America,583.0,1071630,5.0,36039
2/11/2024,South America,473.0,1072654,1.0,36040
2/18/2024,South America,415.0,1073069,3.0,36043
3/10/2024,South America,494.0,1074656,1.0,36044
3/17/2024,South America,409.0,1075065,1.0,36045
3/24/2024,South America,381.0,1075446,1.0,36046
3/31/2024,South America,233.0,1075679,1.0,36047
4/7/2024,South America,185.0,1075864,1.0,36048
5/5/2024,South America,35.0,1076087,1.0,36049
6/16/2024,South America,115.0,1076545,1.0,36050
8/4/2024,South America,451.0,1077739,1.0,36051
8/11/2024,South America,89.0,1077828,1.0,36052
3/15/2020,Africa,62.0,110,2.0,2
3/22/2020,Africa,184.0,294,8.0,10
3/29/2020,Africa,282.0,576,26.0,36
4/5/2020,Africa,494.0,1070,35.0,71
4/12/2020,Africa,869.0,1939,75.0,146
4/19/2020,Africa,1093.0,3032,78.0,224
4/26/2020,Africa,1287.0,4319,83.0,307
5/3/2020,Africa,1874.0,6193,108.0,415
5/10/2020,Africa,2771.0,8964,99.0,514
5/17/2020,Africa,2755.0,11719,98.0,612
5/24/2020,Africa,4794.0,16513,123.0,735
5/31/2020,Africa,6936.0,23449,178.0,913
6/7/2020,Africa,9163.0,32612,285.0,1198
6/14/2020,Africa,10368.0,42980,286.0,1484
6/21/2020,Africa,10778.0,53758,622.0,2106
6/28/2020,Africa,10165.0,63923,602.0,2708
7/5/2020,Africa,10112.0,74035,572.0,3280
7/12/2020,Africa,7123.0,81158,489.0,3769
7/19/2020,Africa,6014.0,87172,482.0,4251
7/26/2020,Africa,4411.0,91583,307.0,4558
8/2/2020,Africa,2733.0,94316,276.0,4834
8/9/2020,Africa,998.0,95314,158.0,4992
